ID,Sender_IP,Sender_Port,Target_IP,Target_Port,Transport_Protocol,Duration,AvgDuration,PBS,AvgPBS,TBS,PBR,AvgPBR,TBR,Missed_Bytes,Packets_Sent,Packets_Received,SRPR,class
203.205.128.137-10.42.0.42-80-42527-6,192.168.2.109,4046,174.132.188.162,80,1,6.81,8.052634561,1001,359.6515581,3049,56355,18664.98017,59599,0,51,81,1.588235294,1
10.42.0.211-10.42.0.1-37383-53-17,192.168.2.112,1806,192.168.5.122,80,1,1.58,2.331114313,206,160.9212296,1334,58130,4695.48511,121666,0,28,92,3.285714286,0
10.42.0.211-54.230.38.136-38293-443-6,158.65.110.24,55364,64.12.138.161,25,1,3,3.001323529,0,0,120,0,0,0,0,2,0,0,1
10.42.0.211-10.42.0.1-6284-53-17,147.32.84.180,2325,193.23.181.44,80,1,2.97,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0,1
10.42.0.151-10.42.0.1-64622-53-17,147.32.84.160,4064,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.151-14.17.42.57-53100-80-6,158.65.110.24,51149,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
10.42.0.211-10.42.0.1-47921-53-17,172.16.2.11,32245,83.238.145.187,15047,2,11.62,11.62,50,50,106,0,0,0,0,2,0,0,0
203.205.191.22-10.42.0.211-80-60338-6,192.168.1.104,15971,216.109.86.150,80,1,0.05,36.0883432,0,237.2366864,40,0,60173.17751,40,0,1,1,1,0
172.217.11.3-10.42.0.151-443-37151-6,172.16.0.11,22252,76.22.213.248,22973,2,28.6,9.758571429,75,42.85714286,159,6,3.142857143,90,0,3,3,1,0
10.42.0.211-50.19.223.117-47705-443-6,192.168.2.111,4242,64.202.189.148,443,1,7.08,7.285,261,371.5,549,2955,4345.5,3323,0,7,9,1.285714286,0
10.42.0.211-10.42.0.1-36793-53-17,192.168.5.122,23067,198.164.30.2,53,2,0.02,0.218568665,46,48.01844964,74,119,234.3900461,147,0,1,1,1,1
10.42.0.42-23.217.155.120-47349-80-6,192.168.248.165,1129,217.144.204.107,16464,2,0.13,0.13,16,16,44,568,568,596,0,1,1,1,1
151.101.20.166-10.42.0.42-443-46478-6,147.32.84.180,3619,205.188.146.193,25,1,2.96,2.021923077,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-10.42.0.1-38911-53-17,192.168.5.122,47434,198.164.30.2,53,2,0.14,0.218568665,51,48.01844964,79,153,234.3900461,181,0,1,1,1,1
10.42.0.151-10.42.0.1-52723-53-17,192.168.1.101,4901,192.168.5.122,80,1,0,5.993250518,71,189.4513458,151,0,8629.656315,160,0,2,4,2,0
172.217.10.2-10.42.0.151-443-36504-6,192.168.2.112,2420,192.168.5.122,110,1,0.01,2.331114313,41,160.9212296,369,68,4695.48511,792,0,8,16,2,1
172.217.3.36-10.42.0.151-443-37155-6,192.168.3.114,3453,203.73.24.75,80,1,0.63,1.312883487,92,99.81978206,300,632,5356.867561,840,0,5,5,1,0
10.42.0.211-69.147.82.61-46973-443-6,147.32.84.160,4021,74.6.136.65,25,1,2.96,1.479770992,0,0,192,0,0,0,0,4,0,0,1
205.204.101.47-10.42.0.211-80-53422-6,172.16.0.11,22252,70.83.251.88,27935,2,14.18,8.035384615,75,40.38461538,159,284,24.61538462,368,0,3,3,1,0
158.85.58.126-10.42.0.151-443-43469-6,158.65.110.24,56687,205.188.59.193,25,1,3,3.001395349,0,0,120,0,0,0,0,2,0,0,1
172.217.9.226-10.42.0.211-443-50793-6,192.168.5.122,13180,198.164.30.2,53,2,0.01,0.218568665,36,48.01844964,64,132,234.3900461,160,0,1,1,1,1
172.217.10.237-10.42.0.42-443-56566-6,147.32.84.130,2561,147.32.81.37,135,1,0,0,0,0,96,0,0,0,0,2,0,0,1
172.217.6.234-10.42.0.211-443-45443-6,172.16.0.11,13847,212.95.7.75,53,2,0.11,0.2640539,27,35.32282745,55,208,243.6849378,236,0,1,1,1,0
10.42.0.151-106.39.169.66-55701-443-6,158.65.110.24,46237,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
10.42.0.42-52.88.110.117-57650-443-6,147.32.84.150,4599,204.232.236.236,25,1,0,0,0,0,96,0,0,0,0,2,0,0,1
10.42.0.211-52.197.242.223-34286-443-6,172.16.2.11,32245,76.97.162.224,26824,2,11.07,11.07,50,50,106,0,0,0,0,2,0,0,0
10.42.0.211-69.147.82.61-52003-443-6,192.168.5.122,143,192.168.1.103,1090,1,120.02,208.9346753,34,46.58441558,228,0,0,80,0,4,2,0.5,0
220.243.225.102-10.42.0.211-80-33753-6,147.32.84.130,4282,222.189.228.111,3389,1,61.27,59.68460478,81,79.05514706,658,403,401.2490809,571,0,12,4,0.333333333,1
172.217.10.33-10.42.0.211-443-48102-6,192.168.2.108,1519,192.168.5.122,53,2,0.74,2.937229648,32,140.1968408,60,882,3232.103281,938,0,1,2,2,0
10.42.0.211-35.185.52.171-42311-443-6,172.16.2.11,32245,122.164.155.47,18817,2,43.91,29.5355,100,99.95,212,0,35.75,0,0,4,0,0,0
10.42.0.211-74.6.105.13-50084-443-6,66.249.73.56,59010,158.65.110.24,80,1,0.91,0.904045894,241,243.5615942,925,13208,9547.653986,13684,4495,13,9,0.692307692,1
172.217.12.130-10.42.0.211-443-36837-6,192.168.2.109,4170,209.87.178.183,80,1,12.37,4.924941176,158,112.3058824,638,25458,22594.01176,26458,0,12,25,2.083333333,0
10.42.0.211-10.42.0.1-26391-53-17,192.168.1.102,2667,195.214.219.212,80,1,15.12,2.3184375,246,85.375,694,14031,5115.46875,14675,0,11,16,1.454545455,0
172.217.12.206-10.42.0.151-443-56774-6,147.32.84.160,3912,205.188.146.193,25,1,2.96,1.490784314,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-96.7.201.51-51325-443-6,192.168.4.118,4034,125.6.164.41,80,1,0.89,1.484672269,36,35.89915966,924,45497,44142.81681,46945,0,22,36,1.636363636,1
10.42.0.151-104.254.66.16-47865-80-6,192.168.3.116,2233,91.195.240.121,80,1,1.22,1.094215686,64,65.32254902,272,897,2577.671569,1101,0,5,5,1,0
209.10.120.26-10.42.0.211-80-46498-6,158.65.110.24,35522,64.12.138.161,25,1,3,3.001323529,0,0,120,0,0,0,0,2,0,0,1
10.42.0.211-10.42.0.1-52901-53-17,172.16.0.11,11724,65.54.244.104,25,1,0.1,0.108571429,981,1078.47619,1429,188,188,716,0,11,13,1.181818182,0
10.42.0.211-123.129.244.226-52574-443-6,172.16.2.11,7300,10.0.0.254,53,2,1.22,0.725262759,64,86.91753748,120,48,189.2577616,76,0,2,1,0.5,0
10.42.0.211-64.71.142.125-55171-443-6,147.32.84.150,3886,202.108.252.141,25,1,3,1.571212121,0,0,192,0,0,0,0,4,0,0,1
172.217.5.227-10.42.0.151-443-49250-6,74.73.232.92,7777,172.16.0.11,22252,2,11.19,7.236,25,30,53,27,27.4,83,0,1,2,2,0
10.42.0.151-52.216.64.219-60607-443-6,147.32.84.180,4915,212.117.174.7,4506,1,3,1.552970743,0,0,192,0,0,0,0,4,0,0,1
172.217.10.78-10.42.0.151-443-59272-6,147.32.84.160,2757,76.96.62.116,25,1,0,1.501777778,0,0,96,0,0,0,0,2,0,0,1
206.126.112.142-10.42.0.151-443-41834-6,192.168.248.165,1252,74.125.228.1,443,1,65.89,65.425,1403,1236.5,2211,69265,38919,71956,0,20,66,3.3,1
172.217.10.42-10.42.0.151-443-35581-6,147.32.84.170,2563,124.146.229.90,22,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-10.42.0.1-19715-53-17,66.249.73.56,61444,158.65.110.24,80,1,0.82,0.904045894,244,243.5615942,772,9098,9547.653986,9522,244,10,8,0.8,1
10.42.0.42-52.84.29.55-32895-443-6,172.16.2.11,20989,10.0.0.254,53,2,0.04,0.725262759,44,86.91753748,72,60,189.2577616,88,0,1,1,1,0
10.42.0.151-103.7.30.118-43811-80-6,192.168.4.121,51541,64.236.92.18,80,1,0.12,0.12,66,66,278,552,552,764,0,5,5,1,1
172.217.11.14-10.42.0.151-443-54635-6,192.168.5.122,31044,198.164.30.2,53,2,0.01,0.218568665,62,48.01844964,90,242,234.3900461,270,0,1,1,1,1
203.205.158.62-10.42.0.151-80-52943-6,158.65.110.24,53404,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
10.42.0.211-64.71.142.124-57404-443-6,147.32.84.170,1457,124.146.225.8,22,1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
183.79.249.252-10.42.0.211-443-52905-6,172.16.2.11,5867,10.0.0.254,53,2,0.11,0.725262759,28,86.91753748,56,76,189.2577616,104,0,1,1,1,0
172.217.3.110-10.42.0.42-443-39708-6,147.32.84.170,1118,111.89.136.107,22,1,0,1.84,0,0,96,0,0,0,0,2,0,0,1
169.47.5.237-10.42.0.211-443-52809-6,192.168.2.107,58040,99.92.68.235,58219,2,21.67,34.78302326,807,926.0465116,1591,50056,70491.44186,51120,0,28,38,1.357142857,0
172.217.3.110-10.42.0.42-443-32803-6,147.32.84.160,1644,74.6.140.64,25,1,0,1.504580153,0,0,96,0,0,0,0,2,0,0,1
10.42.0.211-106.39.169.66-32853-80-6,147.32.84.180,3573,209.85.225.27,25,1,2.97,1.674977503,0,0,192,0,0,0,0,4,0,0,1
180.76.174.197-10.42.0.211-80-52218-6,147.32.84.180,1516,168.95.5.39,25,1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
175.100.207.231-10.42.0.211-80-36997-6,172.16.2.13,2080,81.36.55.170,4662,1,45.87,45.87,307,307,321,349,349,237,594,7,5,0.714285714,0
10.42.0.1-10.42.0.42-53-35103-17,158.65.110.24,41649,158.65.12.103,53,2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
10.42.0.211-10.42.0.1-41962-53-17,172.16.2.11,32245,79.117.29.6,16698,2,11.08,23.02333333,50,81.25,106,4,63.83333333,60,0,2,2,1,0
10.42.0.151-119.146.74.33-50164-443-6,192.168.1.105,18361,97.74.104.49,80,1,100.53,13.08827273,455,427.8181818,743,1309,1702.309091,1477,0,7,4,0.571428571,1
172.217.10.142-10.42.0.42-80-59538-6,147.32.84.160,19036,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.1-10.42.0.42-53-2103-17,147.32.84.180,1473,74.6.136.244,25,1,3,2.402297297,0,0,192,0,0,0,0,4,0,0,1
157.240.18.19-10.42.0.211-443-59375-6,172.16.2.12,30319,24.138.15.194,41797,2,52.05,52.05,84,84,144,0,0,0,0,2,0,0,0
172.217.12.194-10.42.0.211-443-51536-6,123.125.71.48,63696,158.65.110.24,80,1,2.1,2.1,179,179,679,10879,10879,11171,3099,12,7,0.583333333,1
151.101.21.140-10.42.0.211-443-56707-6,147.32.84.160,7185,77.238.167.32,80,1,0.14,0.14125,399,412.484375,1214,778,791.765625,902,0,10,3,0.3,1
10.42.0.211-103.235.46.39-47873-80-6,192.168.5.124,40451,192.168.5.122,53,2,0,0.009987864,44,45.83980583,72,158,140.2451456,186,0,1,1,1,1
10.42.0.151-121.29.54.142-59449-80-6,172.16.253.129,2229,77.247.181.164,443,1,189.1,189.1,16344,16344,18752,142781,142781,152849,0,60,150,2.5,1
182.22.24.124-10.42.0.211-443-41776-6,172.16.0.11,3652,84.17.190.203,25,1,0.1,0.1,984,984,1432,188,188,716,0,11,13,1.181818182,0
10.42.0.151-10.42.0.1-24097-53-17,192.168.4.119,4163,184.50.248.166,443,1,0,5.07375,0,162.75,40,1891,2235.5,1971,0,1,2,2,0
10.42.0.211-66.231.239.124-46302-80-6,172.16.2.11,32245,81.4.39.18,23955,2,10.89,10.45,50,45.8,106,0,10,0,0,2,0,0,0
10.42.0.42-123.125.29.220-49019-80-6,192.168.4.120,2591,208.73.210.28,80,1,0.9,49.00125,65,165.25,633,28651,64972.29167,29575,0,14,23,1.642857143,1
183.79.17.104-10.42.0.42-443-50382-6,147.32.84.170,4476,209.12.196.113,22,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
172.217.9.238-10.42.0.151-443-42588-6,147.32.84.160,7992,217.163.21.40,80,1,0.09,0.09,271,271,958,378,378,586,0,10,5,0.5,1
10.42.0.151-31.13.71.37-55186-443-6,147.32.84.160,9370,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
202.77.129.54-10.42.0.211-80-54561-6,147.32.84.180,3113,174.128.246.102,80,1,0.33,5.128403869,130,32.81559855,298,0,0,168,0,4,4,1,1
10.42.0.211-23.205.20.234-56941-80-6,211.91.50.89,27412,172.16.2.11,32245,2,34.91,38.61,77,60.75,189,382,474.5,550,0,4,6,1.5,0
172.217.10.110-10.42.0.211-443-37845-6,158.65.110.24,59217,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
206.126.112.142-10.42.0.151-443-41193-6,192.168.5.122,28833,198.164.30.2,53,2,0.2,0.218568665,46,48.01844964,74,444,234.3900461,472,0,1,1,1,1
172.217.12.174-10.42.0.151-443-36290-6,192.168.1.105,18524,192.168.1.101,139,1,1.2,0.291111111,981,981,1549,711,711,1119,0,14,10,0.714285714,0
10.42.0.211-64.71.142.110-56896-443-6,192.168.2.112,1844,75.126.101.175,443,1,4.13,6.039027778,457,856.8333333,1025,23011,27450.72222,23859,0,14,21,1.5,0
172.217.10.46-10.42.0.211-443-46629-6,158.65.110.25,427,239.255.255.253,427,2,39.06,27.63081395,98,98,154,0,0,0,0,2,0,0,0
172.217.12.174-10.42.0.151-443-43079-6,158.65.110.222,50102,239.255.255.250,1900,2,6,6.052857143,753,550.7142857,0,0,0,0,0,0,0,0,0
10.42.0.211-123.125.29.220-47604-80-6,147.32.84.160,4858,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.211-10.42.0.1-43667-53-17,192.168.2.109,4273,203.73.24.75,80,1,0.49,1.355411481,142,92.436188,430,5953,9696.138956,6281,0,7,8,1.142857143,1
172.217.9.238-10.42.0.151-443-60895-6,178.77.71.27,1477,147.32.84.170,3389,1,11.23,11.88387179,1345,1344.276068,2793,20146,20046.64188,43428,0,36,78,2.166666667,1
172.217.3.110-10.42.0.151-443-44917-6,172.16.2.12,1669,81.76.16.230,61746,1,56.98,118.0236842,303,622.7368421,7680,73300,168910.0526,213,0,192,4,0.020833333,0
10.42.0.1-10.42.0.42-53-22720-17,147.32.84.180,4271,59.94.130.46,6667,1,3,2,0,0,192,0,0,0,0,4,0,0,1
157.240.2.20-10.42.0.42-443-46638-6,147.32.84.180,4888,209.85.225.27,25,1,3,1.674977503,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-10.42.0.1-2301-53-17,83.22.206.76,28698,172.16.0.11,22252,2,11.34,13.89,50,49.91666667,106,2,34.91666667,30,0,2,1,0.5,0
10.42.0.1-10.42.0.42-53-20642-17,192.168.3.116,3476,91.190.170.71,80,1,8.13,26.95701754,1438,1482.833333,2766,9735,105304,10623,0,33,22,0.666666667,0
10.42.0.211-10.42.0.1-40742-53-17,192.168.5.122,24025,198.164.30.2,53,2,0.51,0.218568665,50,48.01844964,78,114,234.3900461,142,0,1,1,1,1
10.42.0.42-104.193.88.102-56564-443-6,192.168.2.113,3043,192.168.5.122,53,2,0.02,6.473056653,32,214.5072464,60,504,6596.981555,560,0,1,2,2,1
172.217.12.174-10.42.0.151-443-41343-6,158.65.110.24,48501,158.65.12.103,53,2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
10.42.0.211-106.39.169.66-42627-80-6,172.16.2.11,32245,59.95.22.149,12349,2,55.24,34.54655172,150,102.8965517,318,10,51.65517241,150,0,6,5,0.833333333,0
216.58.219.194-10.42.0.211-443-48986-6,172.16.2.11,32245,86.55.133.189,22737,2,21.21,40.448,77,114.2666667,189,29,60.2,113,0,4,3,0.75,0
10.42.0.151-10.42.0.1-55345-53-17,192.168.5.122,45168,198.164.30.2,53,2,0.01,0.218568665,56,48.01844964,84,156,234.3900461,184,0,1,1,1,1
172.217.12.170-10.42.0.151-443-34996-6,158.65.110.25,427,239.255.255.253,427,2,32.96,27.63081395,98,98,154,0,0,0,0,2,0,0,0
10.42.0.211-10.42.0.1-61046-53-17,192.168.3.115,1398,65.54.186.49,80,1,0.7,0.7,207,207,615,12806,12806,13294,0,10,12,1.2,0
202.77.129.150-10.42.0.211-80-56151-6,172.16.2.2,1233,216.35.123.102,80,1,0.93,1.257676056,183,187.8873239,172,780,789.7183099,84,780,4,2,0.5,0
172.217.10.238-10.42.0.42-443-58315-6,192.168.2.106,3218,203.73.24.75,80,1,0.5,0.62600551,125,102.4132231,413,5386,5550.330579,5674,0,7,7,1,0
180.149.136.194-10.42.0.211-80-60050-6,147.32.84.160,3963,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.211-77.234.42.92-35585-443-6,147.32.84.170,4674,209.40.59.142,22,1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
8.0.6.4-8.6.0.1-0-0-0,172.16.2.11,32245,66.30.53.188,22921,2,34.32,31.06382353,100,92.02941176,212,6,13.58823529,90,0,4,3,0.75,0
10.42.0.211-10.42.0.1-21420-53-17,147.32.84.170,138,147.32.84.255,138,2,126.42,15.99817073,3124,739.8780488,3572,0,0,0,0,16,0,0,1
172.217.6.238-10.42.0.211-443-39873-6,192.168.2.109,1516,69.192.24.166,80,1,0.28,0.484166667,93,46.5,261,376,188,504,0,4,3,0.75,1
10.42.0.151-10.42.0.1-3700-53-17,172.16.2.112,1508,203.69.42.35,80,1,4.04,4.215254237,82,75.74576271,300,7300,4460.700565,88,7382,7,2,0.285714286,0
192.229.173.173-10.42.0.42-80-38027-6,158.65.110.24,54430,199.59.148.82,80,1,0.21,0.34587741,115,149.5575877,383,1289,1254.047949,1557,1404,5,5,1,1
10.42.0.1-10.42.0.42-53-1801-17,158.65.110.24,42596,64.12.90.65,25,1,3,3.00238806,0,0,120,0,0,0,0,2,0,0,1
10.42.0.151-104.208.156.39-56818-443-6,147.32.84.180,4186,205.188.190.2,25,1,3.01,2.381908397,0,0,192,0,0,0,0,4,0,0,1
10.42.0.151-10.42.0.1-7800-53-17,172.16.2.11,32245,87.202.3.83,31589,2,10.87,17.91625,50,63,106,0,47.75,0,0,2,0,0,0
220.181.150.247-10.42.0.211-443-39903-6,147.32.84.160,1462,66.70.238.30,25,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-64.71.142.124-43397-443-6,192.168.3.114,3090,74.53.78.211,80,1,0.68,11.2147,59,125.85,139,0,22078.33,80,0,2,2,1,1
10.42.0.211-23.101.151.89-51064-443-6,147.32.84.170,1786,126.133.25.64,22,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
202.77.129.150-10.42.0.42-443-54207-6,147.32.84.180,2384,65.55.88.22,25,1,0,2.0294,0,0,96,0,0,0,0,2,0,0,1
10.42.0.151-121.12.98.78-58854-80-6,192.168.3.116,4411,142.166.14.70,80,1,0.58,2.854,0,422.8,80,0,31271.2,40,0,2,1,0.5,0
10.42.0.1-10.42.0.42-53-19714-17,147.32.84.170,1685,111.89.138.18,80,1,1.54,1.54,0,0,336,0,0,128,0,8,3,0.375,1
172.217.10.112-10.42.0.42-443-51361-6,147.32.84.160,2724,65.54.188.110,25,1,3,1.47622449,0,0,192,0,0,0,0,4,0,0,1
172.217.10.110-10.42.0.211-443-56145-6,147.32.84.180,1584,193.23.181.44,179,1,2.61,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0,1
10.42.0.42-106.39.162.36-36379-80-6,172.16.2.11,12867,10.0.0.254,53,2,0.25,0.725262759,31,86.91753748,59,52,189.2577616,80,0,1,1,1,0
10.42.0.151-31.13.80.5-37126-443-6,192.168.2.108,2994,192.168.5.122,80,1,23.94,2.937229648,157,140.1968408,445,652,3232.103281,1800,0,7,12,1.714285714,0
10.42.0.211-10.42.0.1-55497-53-17,192.168.5.122,23993,198.164.30.2,53,2,0.44,0.218568665,58,48.01844964,86,500,234.3900461,528,0,1,1,1,1
10.42.0.151-31.13.80.5-42319-443-6,192.168.5.122,33171,198.164.30.2,53,2,0.24,0.218568665,40,48.01844964,68,86,234.3900461,114,0,1,1,1,1
10.42.0.151-123.125.29.138-39106-80-6,158.65.110.24,42498,199.59.149.230,80,1,0.22,0.324944945,161,149.7172172,429,1286,1259.554555,1554,1447,5,5,1,1
209.85.232.155-10.42.0.42-443-49337-6,172.16.2.11,32245,70.136.193.157,23286,2,21.99,27.53333333,75,78.33333333,159,2,43,30,0,3,1,0.333333333,0
10.42.0.211-54.230.49.105-51360-443-6,147.32.84.180,1359,205.188.156.193,25,1,3,2.240226629,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-66.198.24.224-41794-443-6,172.16.2.11,2759,10.0.0.254,53,2,0,0.725262759,44,86.91753748,72,76,189.2577616,104,0,1,1,1,0
10.42.0.211-23.206.125.17-34924-80-6,192.168.5.122,18152,198.164.30.2,53,2,0.01,0.218568665,56,48.01844964,84,772,234.3900461,800,0,1,1,1,1
10.42.0.211-111.1.17.152-47770-80-6,192.168.2.106,3535,208.111.160.6,80,1,2.17,1.124351852,76,75.29166667,324,3888,2644.388889,4136,0,6,6,1,0
10.42.0.151-106.39.169.66-55704-443-6,192.168.5.122,34345,198.164.30.2,53,2,0.04,0.218568665,46,48.01844964,74,144,234.3900461,172,0,1,1,1,1
219.142.78.162-10.42.0.42-80-47675-6,147.32.84.180,1503,50.22.198.84,80,1,0.25,0.335961538,1170,852.25,1378,325,636.2884615,453,0,5,3,0.6,1
169.45.210.90-10.42.0.211-5222-34389-6,147.32.84.170,2129,126.205.191.160,22,1,4.34,2.375,0,0,192,0,0,80,0,4,2,0.5,1
172.217.12.170-10.42.0.42-443-52287-6,192.168.1.104,2366,192.168.5.122,53,2,0.15,4.923761855,38,210.5742887,66,278,5065.317176,334,0,1,2,2,0
203.205.179.170-10.42.0.42-80-51624-6,147.32.84.160,5182,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.211-10.42.0.1-39153-53-17,192.168.4.120,1847,174.121.74.194,80,1,0,10.94747292,0,788,40,0,70751.52347,40,0,1,1,1,1
151.101.1.140-10.42.0.211-443-52325-6,172.16.2.11,32245,77.121.47.128,2888,2,44.07,41.63333333,125,114.2666667,265,10,20.2,150,0,5,5,1,0
180.149.136.194-10.42.0.211-80-41598-6,192.168.1.105,16990,65.54.81.173,80,1,10.77,7.387692308,1239,634.4230769,3287,86231,40583.15385,88959,0,51,68,1.333333333,0
10.42.0.211-23.21.95.195-35197-443-6,147.32.84.180,4171,174.37.196.55,80,1,2.93,2.685888689,0,14.15918612,96,0,0,0,0,2,0,0,1
172.217.10.74-10.42.0.151-443-51893-6,192.168.3.115,2225,69.93.112.147,80,1,9.43,9.43,80,80,408,4650,4650,4978,0,8,8,1,0
10.42.0.211-10.42.0.1-51154-53-17,172.16.2.11,5000,10.0.0.254,53,2,0.19,0.725262759,34,86.91753748,62,55,189.2577616,83,0,1,1,1,0
10.42.0.211-23.206.166.62-51905-80-6,158.65.110.24,43867,205.188.103.2,25,1,3,3.000514706,0,0,120,0,0,0,0,2,0,0,1
172.217.6.206-10.42.0.151-443-51745-17,158.65.110.24,41232,199.59.148.10,80,1,0.32,0.330762916,155,149.8961854,423,1287,1257.438918,1555,1442,5,5,1,1
10.42.0.211-10.42.0.1-32616-53-17,192.168.2.109,2692,63.245.217.20,80,1,8.53,5.876666667,69,129.3333333,397,9007,13382.43333,9415,0,8,10,1.25,1
209.10.120.26-10.42.0.211-80-33425-6,199.21.99.77,34021,158.65.110.24,80,1,0.77,0.947974138,275,276.5603448,999,15359,13292.37931,16043,275,14,13,0.928571429,1
10.42.0.1-10.42.0.42-53-28881-17,158.65.110.24,55212,199.59.148.10,80,1,0.21,0.330762916,160,149.8961854,428,1287,1257.438918,1555,1447,5,5,1,1
172.217.9.238-10.42.0.211-80-52114-6,24.4.101.61,33708,172.16.0.11,22252,2,12.99,20.56857143,4,49.57142857,60,25,42.71428571,53,0,2,1,0.5,0
10.42.0.211-77.234.44.199-57125-80-6,147.32.84.170,4933,125.215.40.28,22,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
172.217.10.138-10.42.0.211-443-39984-6,158.65.110.24,39188,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
10.42.0.42-62.138.0.117-51915-80-6,192.168.2.106,3277,91.190.170.71,80,1,13.32,9.48275641,1546,491.4871795,4782,120157,47194.01923,124085,0,78,98,1.256410256,0
157.240.2.20-10.42.0.211-443-35660-6,158.65.110.24,60603,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
216.58.217.67-10.42.0.211-80-60657-6,192.168.5.122,60954,198.164.30.2,53,2,0.22,0.218568665,46,48.01844964,74,866,234.3900461,894,0,1,1,1,0
172.217.10.238-10.42.0.151-443-39924-6,147.32.84.180,1293,94.100.28.114,9381,2,0.02,477.1635294,14,38.88235294,70,10,33.17647059,38,0,2,1,0.5,1
10.42.0.42-104.244.42.65-40958-80-6,172.16.2.11,19313,10.0.0.254,53,2,0.2,0.725262759,33,86.91753748,61,75,189.2577616,103,0,1,1,1,0
216.58.217.67-10.42.0.211-443-54764-6,199.21.99.77,53792,158.65.110.24,80,1,0.97,0.947974138,278,276.5603448,794,9095,13292.37931,9571,278,10,9,0.9,1
10.42.0.42-115.239.210.141-47686-80-6,172.16.0.11,6283,212.95.7.75,53,2,0.07,0.2640539,33,35.32282745,61,259,243.6849378,287,0,1,1,1,0
10.42.0.151-10.42.0.1-16972-53-17,147.32.84.160,3226,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.211-36.110.213.49-42905-443-6,192.168.4.118,1152,59.106.58.61,80,1,2.48,25.8775,0,32.5,80,0,333.5,0,0,2,0,0,1
224.0.0.251-10.42.0.151-5353-5353-17,192.168.1.102,2455,192.168.5.122,80,1,3.07,4.789879808,1126,306.6586538,2774,66967,10493.98798,138750,0,41,120,2.926829268,1
219.142.78.162-10.42.0.211-443-53669-6,147.32.84.150,1138,64.18.7.14,25,1,0,0.973333333,0,0,96,0,0,0,0,2,0,0,1
10.42.0.1-10.42.0.42-53-39737-17,192.168.1.104,18653,97.74.144.108,80,1,1.98,25.17806061,0,130.3636364,80,0,24447.21818,0,0,2,0,0,0
172.217.12.170-10.42.0.151-443-33699-6,192.168.248.165,53,8.8.8.8,53,2,7.94,5.006,586,610.8,1006,1693,1966.733333,2113,0,15,15,1,1
10.42.0.151-103.43.91.11-46755-443-6,192.168.1.101,3395,72.21.211.165,80,1,0.33,26.42,106,272.2222222,434,10282,31661.55556,10690,0,8,10,1.25,0
172.217.10.129-10.42.0.211-443-49037-6,147.32.84.160,7846,74.125.93.27,25,1,3,1.496552288,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-66.198.178.90-56263-80-6,147.32.84.160,7462,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.211-10.42.0.1-52970-53-17,147.32.84.130,4133,147.32.81.155,135,1,0,0,0,0,96,0,0,0,0,2,0,0,1
221.228.208.97-10.42.0.211-80-56259-6,147.32.84.180,2143,74.125.113.27,25,1,3,1.707283465,0,0,192,0,0,0,0,4,0,0,1
